,Achievements,Appearence.and.gestures,Assertiveness,Borrowed.stuff,Changing.the.past,Charity,Cheating.in.school,Children,Compassion.to.animals,Criminal.damage,Daily.events,Decision.making,Dreams,Eating.to.survive,Elections,Empathy,Energy.levels,Fake,Final.judgement,Finding.lost.valuables,Friends.versus.money,Funniness,Getting.angry,Getting.up,Giving,God,Happiness.in.life,Health,Hypochondria,Interests.or.hobbies,Judgment.calls,Keeping.promises,Knowing.the.right.people,Life.struggles,Loneliness,Loss.of.interest,Mood.swings,New.environment,Number.of.friends,Parents..advice,Personality,Prioritising.workload,Public.speaking,Questionnaires.or.polls,Reliability,Responding.to.a.serious.letter,Self.criticism,Small...big.dogs,Socializing,Thinking.ahead,Unpopularity,Waiting,Workaholism,Writing.notes
440,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0
451,4.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,1.0
461,5.0,3.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0
467,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0
472,3.0,3.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0
480,2.0,3.0,4.0,5.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0
490,3.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,3.0
491,1.0,3.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0
494,4.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0
503,4.0,3.0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0
506,4.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
507,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0
508,4.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0
511,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0
514,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0
518,2.0,4.0,5.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0
527,4.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0
528,2.0,5.0,5.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0
537,4.0,5.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,5.0,2.0,3.0,1.0,1.0,3.0
543,3.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
548,2.0,1.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0
563,2.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
564,1.0,5.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0
573,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0
574,3.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0
577,3.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0
581,4.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0
583,4.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0
598,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0
603,3.0,5.0,3.0,4.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0
613,5.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0
617,1.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0
621,4.0,4.0,5.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,1.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0
633,3.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0
634,3.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0
637,1.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0
647,2.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0
666,3.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0
669,2.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0
671,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0
675,3.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,1.0,1.0
704,3.0,4.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0
707,5.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,4.0,1.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0
711,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0
726,3.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0
728,1.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0
729,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0
730,2.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0
739,3.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0
740,4.0,3.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0
743,4.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0
755,2.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0
762,4.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0
763,3.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,5.0,2.0
783,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0
786,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0
788,4.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0
795,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0
809,3.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0
811,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0
816,3.0,4.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0
819,1.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0
