,Action,Alternative,Animated,Classical.music,Comedy,Country,Dance,Documentary,Fantasy.Fairy.tales,Folk,Hiphop..Rap,Horror,Latino,Metal.or.Hardrock,Movies,Music,Musical,Opera,Pop,Punk,Reggae..Ska,Rock,Rock.n.roll,Romantic,Sci.fi,Slow.songs.or.fast.songs,Swing..Jazz,Techno..Trance,Thriller,War,Western
558,5.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0
561,5.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0
562,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0
577,5.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0
580,5.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0
586,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0
587,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0
598,5.0,3.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0
600,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0
603,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0
609,5.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0
610,5.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0
613,5.0,3.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0
617,5.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0
619,5.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0
623,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0
629,5.0,3.0,5.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0
637,5.0,5.0,3.0,3.0,1.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0
639,3.0,3.0,5.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0
642,5.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0
646,5.0,4.0,3.0,4.0,5.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0
652,5.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0
664,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0
670,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0
672,4.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0
678,3.0,1.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0
681,3.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0
682,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0
683,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0
684,5.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0
686,4.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0
693,5.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0
695,4.0,1.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0
702,5.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0
704,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0
706,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0
711,5.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,3.0
717,4.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0
719,5.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0
721,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,2.0,1.0
723,1.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,2.0
730,4.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
737,3.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0
740,5.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,5.0
743,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0
748,4.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0
749,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
751,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0
757,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0
758,2.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0
760,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0
767,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0
770,5.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0
774,5.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0
777,5.0,2.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0
783,4.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0
784,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0
786,5.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0
787,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,1.0
794,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0
797,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0
803,4.0,3.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,2.0,1.0
805,5.0,2.0,5.0,4.0,5.0,1.0,4.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0
815,4.0,1.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0
816,5.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0
817,1.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,2.0
832,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0
856,5.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
857,5.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0
858,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0
859,5.0,3.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0
860,4.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0
861,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0
863,5.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
865,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0
879,4.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0
906,5.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0
907,2.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0
910,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0
911,5.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0
929,3.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0
932,5.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0
938,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0
943,4.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0
944,3.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0
945,5.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0
946,5.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0
951,5.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0
953,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0
954,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0
957,5.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0
960,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,2.0
962,4.0,3.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0
964,4.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0
966,5.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0
968,5.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0
971,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0
976,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0
977,4.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
980,5.0,1.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0
989,3.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0
999,5.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0
1000,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0
1004,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0
1005,3.0,2.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0
1006,4.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0
